"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"COL4A1","3575730","VCV003575730","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575731","VCV003575731","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575732","VCV003575732","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | Brain small vessel disease with or without ocular anomalies | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | BSVD1 | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | Pontine autosomal dominant microangiopathy with leukoencephalopathy | PADMAL | none provided | not provided","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575733","VCV003575733","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575734","VCV003575734","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575735","VCV003575735","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575738","VCV003575738","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575739","VCV003575739","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575740","VCV003575740","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575741","VCV003575741","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575742","VCV003575742","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575743","VCV003575743","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575744","VCV003575744","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575745","VCV003575745","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575746","VCV003575746","migraine","none provided | not provided | Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | Pontine autosomal dominant microangiopathy with leukoencephalopathy | PADMAL | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH | Brain small vessel disease with or without ocular anomalies | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575747","VCV003575747","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Pontine autosomal dominant microangiopathy with leukoencephalopathy | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | PADMAL | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH","Likely pathogenic","""migraine""","ClinVar_XML"
"COL4A1","3575748","VCV003575748","migraine","Retinal arteries, tortuosity of | Retinal arterial tortuosity | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | RATOR | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | Brain small vessel disease 1 with or without ocular anomalies | Brain small vessel disease with or without ocular anomalies | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | GOULD SYNDROME 1 | BSVD1 | Hemorrhage, intracerebral, susceptibility to | Stroke, hemorrhagic, susceptibility to | ICH | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | Pontine autosomal dominant microangiopathy with leukoencephalopathy | PADMAL | none provided | not provided","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575749","VCV003575749","migraine","not provided | none provided | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | Retinal arterial tortuosity | Retinal arteries, tortuosity of | RATOR | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | GOULD SYNDROME 1 | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | Pontine autosomal dominant microangiopathy with leukoencephalopathy | PADMAL | Stroke, hemorrhagic, susceptibility to | Hemorrhage, intracerebral, susceptibility to | ICH | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC","Uncertain significance","""migraine""","ClinVar_XML"
"COL4A1","3575750","VCV003575750","migraine","not provided | none provided | RETINAL HEMORRHAGE WITH VASCULAR TORTUOSITY | Retinal arterial tortuosity | Retinal arteries, tortuosity of | RATOR | Brain small vessel disease with or without ocular anomalies | BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE | GOULD SYNDROME 1 | PORENCEPHALY, TYPE 1, AUTOSOMAL DOMINANT | Brain small vessel disease 1 with or without ocular anomalies | BSVD1 | Microangiopathy and leukoencephalopathy, pontine, autosomal dominant | DEMENTIA, HEREDITARY MULTI-INFARCT, SWEDISH TYPE | Pontine autosomal dominant microangiopathy with leukoencephalopathy | PADMAL | Stroke, hemorrhagic, susceptibility to | Hemorrhage, intracerebral, susceptibility to | ICH | Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps | Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome | HANAC","Uncertain significance","""migraine""","ClinVar_XML"
