"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"LOC130062392","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062393","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062394","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062395","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062396","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062397","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062398","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062399","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062400","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062401","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062402","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062403","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062404","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062405","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062406","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062407","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062408","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062409","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062410","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062411","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062412","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062413","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062414","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062415","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062416","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062417","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062418","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062419","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062420","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062421","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062422","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062423","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062424","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062425","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062426","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062427","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062428","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062429","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062430","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062431","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062432","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062433","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062434","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
