Gene,Frequency,Databases,Coverage_Percentage
SNRPEP6,1,gwasrapidd,11.11111111111111
SNRPGP19,1,gwasrapidd,11.11111111111111
SNORA70E,1,gwasrapidd,11.11111111111111
SNORA77B,1,gwasrapidd,11.11111111111111
SNORA87,1,gwasrapidd,11.11111111111111
SNORD10,1,gwasrapidd,11.11111111111111
SNORD158,1,gwasrapidd,11.11111111111111
SNORD24,1,gwasrapidd,11.11111111111111
SNORD32B,1,gwasrapidd,11.11111111111111
SNORD36A,1,gwasrapidd,11.11111111111111
SMIM29-AS1,1,gwasrapidd,11.11111111111111
SMYD3,1,gwasrapidd,11.11111111111111
SMYD3-AS1,1,gwasrapidd,11.11111111111111
SNHG32,1,gwasrapidd,11.11111111111111
SNORA48,1,gwasrapidd,11.11111111111111
SNORA55,1,gwasrapidd,11.11111111111111
SNORA63,1,gwasrapidd,11.11111111111111
SNORA67,1,gwasrapidd,11.11111111111111
SPI1,1,gwasrapidd,11.11111111111111
SPMIP9,1,gwasrapidd,11.11111111111111
SPP2,1,gwasrapidd,11.11111111111111
SPRN,1,gwasrapidd,11.11111111111111
SRGNP1,1,gwasrapidd,11.11111111111111
SSBP3-AS1,1,gwasrapidd,11.11111111111111
ST13P13,1,gwasrapidd,11.11111111111111
ST3GAL3-AS1,1,gwasrapidd,11.11111111111111
DCTN6,1,gwasrapidd,11.11111111111111
DCTN6-DT,1,gwasrapidd,11.11111111111111
SPATS1,1,gwasrapidd,11.11111111111111
SPECC1,1,gwasrapidd,11.11111111111111
SPECC1-DT,1,gwasrapidd,11.11111111111111
SPEM1,1,gwasrapidd,11.11111111111111
SPEM2,1,gwasrapidd,11.11111111111111
SPEM3,1,gwasrapidd,11.11111111111111
CYP2J2,1,gwasrapidd,11.11111111111111
CYRIB,1,gwasrapidd,11.11111111111111
CYTOR,1,gwasrapidd,11.11111111111111
DAZAP2P1,1,gwasrapidd,11.11111111111111
DBF4P3,1,gwasrapidd,11.11111111111111
DCAF5,1,gwasrapidd,11.11111111111111
DCAF7,1,gwasrapidd,11.11111111111111
DCAKD,1,gwasrapidd,11.11111111111111
CTRB2,1,gwasrapidd,11.11111111111111
CUBN,1,gwasrapidd,11.11111111111111
CYB5AP3,1,gwasrapidd,11.11111111111111
CYB5RL,1,gwasrapidd,11.11111111111111
CYCSP55,1,gwasrapidd,11.11111111111111
CYP21A1P,1,gwasrapidd,11.11111111111111
CYP2C18,1,gwasrapidd,11.11111111111111
CYP2C58P,1,gwasrapidd,11.11111111111111
SVIL,1,gwasrapidd,11.11111111111111
SVIL2P,1,gwasrapidd,11.11111111111111
SWAP70,1,gwasrapidd,11.11111111111111
SYN3,1,gwasrapidd,11.11111111111111
SYPL1P1,1,gwasrapidd,11.11111111111111
SYVN1,1,gwasrapidd,11.11111111111111
TAAR2,1,gwasrapidd,11.11111111111111
TAAR3P,1,gwasrapidd,11.11111111111111
SUPT3H,1,gwasrapidd,11.11111111111111
SURF1,1,gwasrapidd,11.11111111111111
SURF2,1,gwasrapidd,11.11111111111111
SURF4,1,gwasrapidd,11.11111111111111
SURF6,1,gwasrapidd,11.11111111111111
SUV39H2-DT,1,gwasrapidd,11.11111111111111
SV2C,1,gwasrapidd,11.11111111111111
SV2C-AS2,1,gwasrapidd,11.11111111111111
STRADA,1,gwasrapidd,11.11111111111111
STX7,1,gwasrapidd,11.11111111111111
SUB1P3,1,gwasrapidd,11.11111111111111
SUCLG2P4,1,gwasrapidd,11.11111111111111
SUGCT-AS1,1,gwasrapidd,11.11111111111111
SUMO1,1,gwasrapidd,11.11111111111111
SUMO2P1,1,gwasrapidd,11.11111111111111
SUOX,1,gwasrapidd,11.11111111111111
ST7,1,gwasrapidd,11.11111111111111
ST7-AS2,1,gwasrapidd,11.11111111111111
ST7-OT3,1,gwasrapidd,11.11111111111111
STAB1,1,gwasrapidd,11.11111111111111
STC2,1,gwasrapidd,11.11111111111111
STK10,1,gwasrapidd,11.11111111111111
STK19,1,gwasrapidd,11.11111111111111
STK19B,1,gwasrapidd,11.11111111111111
TACO1,1,gwasrapidd,11.11111111111111
TAF5,1,gwasrapidd,11.11111111111111
TALAM1,1,gwasrapidd,11.11111111111111
TANGO2,1,gwasrapidd,11.11111111111111
TATDN1P1,1,gwasrapidd,11.11111111111111
TBC1D16,1,gwasrapidd,11.11111111111111
TBCD,1,gwasrapidd,11.11111111111111
TCEANC2,1,gwasrapidd,11.11111111111111
CRYBA1,1,gwasrapidd,11.11111111111111
CSTF2T,1,gwasrapidd,11.11111111111111
TAAR5,1,gwasrapidd,11.11111111111111
TAAR6,1,gwasrapidd,11.11111111111111
TAAR7P,1,gwasrapidd,11.11111111111111
TAAR8,1,gwasrapidd,11.11111111111111
TAAR9,1,gwasrapidd,11.11111111111111
TACC2,1,gwasrapidd,11.11111111111111
COX5BP4,1,gwasrapidd,11.11111111111111
COX7B2,1,gwasrapidd,11.11111111111111
COX7BP2,1,gwasrapidd,11.11111111111111
CPP,1,gwasrapidd,11.11111111111111
CPS1-IT1,1,gwasrapidd,11.11111111111111
CREB3L1,1,gwasrapidd,11.11111111111111
CREBRF,1,gwasrapidd,11.11111111111111
CRPPA,1,gwasrapidd,11.11111111111111
TAAR4P,1,gwasrapidd,11.11111111111111
CKS1BP2,1,gwasrapidd,11.11111111111111
CKS1BP5,1,gwasrapidd,11.11111111111111
CLVS1,1,gwasrapidd,11.11111111111111
CMTM8,1,gwasrapidd,11.11111111111111
CNPY1,1,gwasrapidd,11.11111111111111
COL13A1,1,gwasrapidd,11.11111111111111
CORO7-PAM16,1,gwasrapidd,11.11111111111111
TM7SF2,1,gwasrapidd,11.11111111111111
TM9SF4,1,gwasrapidd,11.11111111111111
TMEM102,1,gwasrapidd,11.11111111111111
TMEM183AP1,1,gwasrapidd,11.11111111111111
TMEM208,1,gwasrapidd,11.11111111111111
TMEM229BP1,1,gwasrapidd,11.11111111111111
TMEM231P1,1,gwasrapidd,11.11111111111111
TMEM233,1,gwasrapidd,11.11111111111111
CDNF,1,gwasrapidd,11.11111111111111
CENPF,1,gwasrapidd,11.11111111111111
CFAP300,1,gwasrapidd,11.11111111111111
CFAP46,1,gwasrapidd,11.11111111111111
CHCHD3P1,1,gwasrapidd,11.11111111111111
CHMP4C,1,gwasrapidd,11.11111111111111
TIMM9,1,gwasrapidd,11.11111111111111
TLK2,1,gwasrapidd,11.11111111111111
CDCP2,1,gwasrapidd,11.11111111111111
CDH13-AS1,1,gwasrapidd,11.11111111111111
CDH18-AS1,1,gwasrapidd,11.11111111111111
CDH4-AS1,1,gwasrapidd,11.11111111111111
CDH4-AS2,1,gwasrapidd,11.11111111111111
CDK2,1,gwasrapidd,11.11111111111111
CDKN2A-AS1,1,gwasrapidd,11.11111111111111
CDKN2B-AS1,1,gwasrapidd,11.11111111111111
TCERG1,1,gwasrapidd,11.11111111111111
TEX41,1,gwasrapidd,11.11111111111111
TGFB3-AS1,1,gwasrapidd,11.11111111111111
TGS1,1,gwasrapidd,11.11111111111111
THAP12P2,1,gwasrapidd,11.11111111111111
THUMPD3P1,1,gwasrapidd,11.11111111111111
CDC5L,1,gwasrapidd,11.11111111111111
CDCA5,1,gwasrapidd,11.11111111111111
TRK-CTT12-1,1,gwasrapidd,11.11111111111111
TRK-CTT6-1,1,gwasrapidd,11.11111111111111
TRMT2A,1,gwasrapidd,11.11111111111111
TRMT9B,1,gwasrapidd,11.11111111111111
TRPC4AP,1,gwasrapidd,11.11111111111111
TSACC,1,gwasrapidd,11.11111111111111
TSBP1-AS1,1,gwasrapidd,11.11111111111111
TSPAN12,1,gwasrapidd,11.11111111111111
TPSP1,1,gwasrapidd,11.11111111111111
TPSP2,1,gwasrapidd,11.11111111111111
TRADD,1,gwasrapidd,11.11111111111111
TRAF3IP2-AS1,1,gwasrapidd,11.11111111111111
TRAPPC2P2,1,gwasrapidd,11.11111111111111
TRE-CTC1-7,1,gwasrapidd,11.11111111111111
TRG-CCC3-1,1,gwasrapidd,11.11111111111111
TRK-CTT1-1,1,gwasrapidd,11.11111111111111
TNIP2P1,1,gwasrapidd,11.11111111111111
TNK1,1,gwasrapidd,11.11111111111111
TNN,1,gwasrapidd,11.11111111111111
TOMM20L-DT,1,gwasrapidd,11.11111111111111
TPD52L2,1,gwasrapidd,11.11111111111111
TPM2,1,gwasrapidd,11.11111111111111
TPSB2,1,gwasrapidd,11.11111111111111
TPSG1,1,gwasrapidd,11.11111111111111
TMEM256,1,gwasrapidd,11.11111111111111
TMEM256-PLSCR3,1,gwasrapidd,11.11111111111111
TMEM262,1,gwasrapidd,11.11111111111111
TMEM51-AS1,1,gwasrapidd,11.11111111111111
TMEM51-AS2,1,gwasrapidd,11.11111111111111
TMEM68,1,gwasrapidd,11.11111111111111
TMEM8B,1,gwasrapidd,11.11111111111111
TNFSF12-TNFSF13,1,gwasrapidd,11.11111111111111
UFL1-AS1,1,gwasrapidd,11.11111111111111
UGT1A,1,gwasrapidd,11.11111111111111
UGT1A1,1,gwasrapidd,11.11111111111111
UGT1A10,1,gwasrapidd,11.11111111111111
UGT1A2P,1,gwasrapidd,11.11111111111111
UGT1A3,1,gwasrapidd,11.11111111111111
CAP1P1,1,gwasrapidd,11.11111111111111
CAPN12,1,gwasrapidd,11.11111111111111
UBDP1,1,gwasrapidd,11.11111111111111
UBE2D1,1,gwasrapidd,11.11111111111111
UBE2D3-AS1,1,gwasrapidd,11.11111111111111
UBE2I,1,gwasrapidd,11.11111111111111
UBE2I-AS1,1,gwasrapidd,11.11111111111111
UBE3B,1,gwasrapidd,11.11111111111111
UBR7,1,gwasrapidd,11.11111111111111
UBTD2,1,gwasrapidd,11.11111111111111
TYMSP1,1,gwasrapidd,11.11111111111111
U2,1,gwasrapidd,11.11111111111111
U3,1,gwasrapidd,11.11111111111111
U4,1,gwasrapidd,11.11111111111111
U6,1,gwasrapidd,11.11111111111111
U8,1,gwasrapidd,11.11111111111111
UBA52P6,1,gwasrapidd,11.11111111111111
UBD,1,gwasrapidd,11.11111111111111
TSR1,1,gwasrapidd,11.11111111111111
TTC1,1,gwasrapidd,11.11111111111111
TTLL5,1,gwasrapidd,11.11111111111111
TTLL9,1,gwasrapidd,11.11111111111111
TUBB,1,gwasrapidd,11.11111111111111
TUBB4BP7,1,gwasrapidd,11.11111111111111
TUBGCP2,1,gwasrapidd,11.11111111111111
TWF1P1,1,gwasrapidd,11.11111111111111
ULK1,1,gwasrapidd,11.11111111111111
ULK2,1,gwasrapidd,11.11111111111111
UMPS,1,gwasrapidd,11.11111111111111
UNC45A,1,gwasrapidd,11.11111111111111
UQCC5,1,gwasrapidd,11.11111111111111
UQCR10,1,gwasrapidd,11.11111111111111
USH2A,1,gwasrapidd,11.11111111111111
USP12P1,1,gwasrapidd,11.11111111111111
CD72,1,gwasrapidd,11.11111111111111
CDC42P5,1,gwasrapidd,11.11111111111111
UGT1A4,1,gwasrapidd,11.11111111111111
UGT1A5,1,gwasrapidd,11.11111111111111
UGT1A6,1,gwasrapidd,11.11111111111111
UGT1A7,1,gwasrapidd,11.11111111111111
UGT1A8,1,gwasrapidd,11.11111111111111
UGT1A9,1,gwasrapidd,11.11111111111111
CCDC137P2,1,gwasrapidd,11.11111111111111
CCDC172,1,gwasrapidd,11.11111111111111
CCDC24,1,gwasrapidd,11.11111111111111
CCDC47,1,gwasrapidd,11.11111111111111
CCDC51,1,gwasrapidd,11.11111111111111
CCDC97,1,gwasrapidd,11.11111111111111
CCT3,1,gwasrapidd,11.11111111111111
CCT7P1,1,gwasrapidd,11.11111111111111
CASC15,1,gwasrapidd,11.11111111111111
CASP7,1,gwasrapidd,11.11111111111111
CBLN4,1,gwasrapidd,11.11111111111111
CBX3P5,1,gwasrapidd,11.11111111111111
CBX5P1,1,gwasrapidd,11.11111111111111
CCDC103,1,gwasrapidd,11.11111111111111
CCDC107,1,gwasrapidd,11.11111111111111
CCDC137P1,1,gwasrapidd,11.11111111111111
YLPM1,1,gwasrapidd,11.11111111111111
YWHAQP1,1,gwasrapidd,11.11111111111111
YWHAQP3,1,gwasrapidd,11.11111111111111
ZBTB10,1,gwasrapidd,11.11111111111111
ZBTB12,1,gwasrapidd,11.11111111111111
ZBTB2P1,1,gwasrapidd,11.11111111111111
ZBTB46-AS1,1,gwasrapidd,11.11111111111111
ZBTB46-AS2,1,gwasrapidd,11.11111111111111
WHR1B,1,gwasrapidd,11.11111111111111
WNT2,1,gwasrapidd,11.11111111111111
WNT3,1,gwasrapidd,11.11111111111111
WSPAR,1,gwasrapidd,11.11111111111111
XKR4,1,gwasrapidd,11.11111111111111
XKR7,1,gwasrapidd,11.11111111111111
Y_RNA,1,gwasrapidd,11.11111111111111
YAP1-DT,1,gwasrapidd,11.11111111111111
VSTM4,1,gwasrapidd,11.11111111111111
WAPL,1,gwasrapidd,11.11111111111111
WAPL-DT,1,gwasrapidd,11.11111111111111
WASL,1,gwasrapidd,11.11111111111111
WASL-DT,1,gwasrapidd,11.11111111111111
WDFY4,1,gwasrapidd,11.11111111111111
WDR37,1,gwasrapidd,11.11111111111111
WHR1,1,gwasrapidd,11.11111111111111
VARS1,1,gwasrapidd,11.11111111111111
VASN,1,gwasrapidd,11.11111111111111
VDAC1,1,gwasrapidd,11.11111111111111
VEZT,1,gwasrapidd,11.11111111111111
VPS33B,1,gwasrapidd,11.11111111111111
VPS33B-DT,1,gwasrapidd,11.11111111111111
VPS37D,1,gwasrapidd,11.11111111111111
VPS51,1,gwasrapidd,11.11111111111111
CAMTA1-DT,1,gwasrapidd,11.11111111111111
ZEB2-AS1,1,gwasrapidd,11.11111111111111
ZFAND1,1,gwasrapidd,11.11111111111111
ZFPL1,1,gwasrapidd,11.11111111111111
ZMAT5,1,gwasrapidd,11.11111111111111
ZMIZ1-AS1,1,gwasrapidd,11.11111111111111
ZNF143,1,gwasrapidd,11.11111111111111
ZNF367,1,gwasrapidd,11.11111111111111
C8orf88,1,gwasrapidd,11.11111111111111
CA9,1,gwasrapidd,11.11111111111111
CACNA1B-AS1,1,gwasrapidd,11.11111111111111
CACNA1B-AS2,1,gwasrapidd,11.11111111111111
CADM2-AS1,1,gwasrapidd,11.11111111111111
CALCP,1,gwasrapidd,11.11111111111111
CALY,1,gwasrapidd,11.11111111111111
CAMTA1-AS3,1,gwasrapidd,11.11111111111111
C1GALT1,1,gwasrapidd,11.11111111111111
C2,1,gwasrapidd,11.11111111111111
C2-AS1,1,gwasrapidd,11.11111111111111
C20orf181,1,gwasrapidd,11.11111111111111
C4A-AS1,1,gwasrapidd,11.11111111111111
C4B-AS1,1,gwasrapidd,11.11111111111111
C4orf46P1,1,gwasrapidd,11.11111111111111
C5orf15,1,gwasrapidd,11.11111111111111
ZC3H10,1,gwasrapidd,11.11111111111111
ZC3H11C,1,gwasrapidd,11.11111111111111
ZC3H7B,1,gwasrapidd,11.11111111111111
ZCCHC14-DT,1,gwasrapidd,11.11111111111111
ZDHHC20P1,1,gwasrapidd,11.11111111111111
ZDHHC24,1,gwasrapidd,11.11111111111111
ZDHHC6,1,gwasrapidd,11.11111111111111
C1DP5,1,gwasrapidd,11.11111111111111
FRMD5,1,hpo,11.11111111111111
GATA2,1,hpo,11.11111111111111
GP1BB,1,hpo,11.11111111111111
GP9,1,hpo,11.11111111111111
GPR101,1,hpo,11.11111111111111
IFNGR1,1,hpo,11.11111111111111
BANCR,1,gwasrapidd,11.11111111111111
BANF1P1,1,gwasrapidd,11.11111111111111
BMPR1A,1,hpo,11.11111111111111
CCR1,1,hpo,11.11111111111111
CHEK2,1,hpo,11.11111111111111
CLTRN,1,hpo,11.11111111111111
COPB1,1,hpo,11.11111111111111
EPCAM,1,hpo,11.11111111111111
ERAP1,1,hpo,11.11111111111111
FAS,1,hpo,11.11111111111111
ZNHIT2,1,gwasrapidd,11.11111111111111
ZNRD2,1,gwasrapidd,11.11111111111111
ZNRD2-DT,1,gwasrapidd,11.11111111111111
ACSF3,1,hpo,11.11111111111111
ADA2,1,hpo,11.11111111111111
ADAMTS3,1,hpo,11.11111111111111
ADAMTSL1,1,hpo,11.11111111111111
ATM,1,hpo,11.11111111111111
ZNF438,1,gwasrapidd,11.11111111111111
ZNF474,1,gwasrapidd,11.11111111111111
ZNF474-AS1,1,gwasrapidd,11.11111111111111
ZNF511,1,gwasrapidd,11.11111111111111
ZNF511-PRAP1,1,gwasrapidd,11.11111111111111
ZNF652,1,gwasrapidd,11.11111111111111
ZNF652-AS1,1,gwasrapidd,11.11111111111111
ZNF664-RFLNA,1,gwasrapidd,11.11111111111111
JAK2,1,hpo,11.11111111111111
JPH1,1,hpo,11.11111111111111
KLRC4,1,hpo,11.11111111111111
KRAS,1,hpo,11.11111111111111
MICAL1,1,hpo,11.11111111111111
MLH1,1,hpo,11.11111111111111
MLX,1,hpo,11.11111111111111
MPL,1,hpo,11.11111111111111
C10orf88,1,gwasrapidd,11.11111111111111
C10orf88B,1,gwasrapidd,11.11111111111111
C11orf98P2,1,gwasrapidd,11.11111111111111
C16orf96,1,gwasrapidd,11.11111111111111
IL12A,1,hpo,11.11111111111111
IL12A-AS1,1,hpo,11.11111111111111
IL12B,1,hpo,11.11111111111111
IL23R,1,hpo,11.11111111111111
BICC1,1,gwasrapidd,11.11111111111111
BNIP1,1,gwasrapidd,11.11111111111111
BORCS7,1,gwasrapidd,11.11111111111111
BORCS7-ASMT,1,gwasrapidd,11.11111111111111
BPIFC,1,gwasrapidd,11.11111111111111
BRD7P4,1,gwasrapidd,11.11111111111111
BTBD10P2,1,gwasrapidd,11.11111111111111
BUD23,1,gwasrapidd,11.11111111111111
BANF1P2,1,gwasrapidd,11.11111111111111
BANF1P4,1,gwasrapidd,11.11111111111111
BANF2,1,gwasrapidd,11.11111111111111
BATF2,1,gwasrapidd,11.11111111111111
BCAS2P1,1,gwasrapidd,11.11111111111111
BCKDHA,1,gwasrapidd,11.11111111111111
BCL7B,1,gwasrapidd,11.11111111111111
BFSP1,1,gwasrapidd,11.11111111111111
AXL,1,gwasrapidd,11.11111111111111
B3GNT9,1,gwasrapidd,11.11111111111111
B3GNTL1,1,gwasrapidd,11.11111111111111
B4GALT2,1,gwasrapidd,11.11111111111111
P2RY11,1,hpo,11.11111111111111
PMS1,1,hpo,11.11111111111111
PMS2,1,hpo,11.11111111111111
POLD1,1,hpo,11.11111111111111
ATF7-NPFF,1,gwasrapidd,11.11111111111111
ATP2B1-AS1,1,gwasrapidd,11.11111111111111
ATP5MC2,1,gwasrapidd,11.11111111111111
ATP5MFP2,1,gwasrapidd,11.11111111111111
ATP5PDP3,1,gwasrapidd,11.11111111111111
ATP6V0B,1,gwasrapidd,11.11111111111111
ATP7BP1,1,gwasrapidd,11.11111111111111
AXIN1,1,gwasrapidd,11.11111111111111
ASAP1,1,gwasrapidd,11.11111111111111
ASAP1-IT2,1,gwasrapidd,11.11111111111111
ASB15,1,gwasrapidd,11.11111111111111
ASCC1,1,gwasrapidd,11.11111111111111
ASLP1,1,gwasrapidd,11.11111111111111
ASTN2-AS1,1,gwasrapidd,11.11111111111111
ATF7,1,gwasrapidd,11.11111111111111
ATF7-AS1,1,gwasrapidd,11.11111111111111
MSH2,1,hpo,11.11111111111111
MSH6,1,hpo,11.11111111111111
MT-TF,1,hpo,11.11111111111111
MUTYH,1,hpo,11.11111111111111
MVK,1,hpo,11.11111111111111
NDP,1,hpo,11.11111111111111
NPAT,1,hpo,11.11111111111111
AS3MT,1,gwasrapidd,11.11111111111111
ADAM22,1,omim,11.11111111111111
ADLDWA,1,omim,11.11111111111111
ADULT,1,omim,11.11111111111111
ADULT-ONSET,1,omim,11.11111111111111
ADVANCED,1,omim,11.11111111111111
AFFECTIVE,1,omim,11.11111111111111
AFFINITY,1,omim,11.11111111111111
AFG3L2,1,omim,11.11111111111111
ZFTA,1,hpo,11.11111111111111
ZNF365,1,hpo,11.11111111111111
LAMB1,1,hpo,11.11111111111111
AARS1,1,omim,11.11111111111111
ACID,1,omim,11.11111111111111
ACTA2,1,omim,11.11111111111111
ACTIVITY,1,omim,11.11111111111111
ACTL6B,1,omim,11.11111111111111
SRPX2,1,hpo,11.11111111111111
STARD7,1,hpo,11.11111111111111
STAT4,1,hpo,11.11111111111111
SUFU,1,hpo,11.11111111111111
TET2,1,hpo,11.11111111111111
TNFSF4,1,hpo,11.11111111111111
TWIST1,1,hpo,11.11111111111111
UBAC2,1,hpo,11.11111111111111
POLE,1,hpo,11.11111111111111
RNASEH1,1,hpo,11.11111111111111
RPS20,1,hpo,11.11111111111111
SEMA4A,1,hpo,11.11111111111111
SH2B1,1,hpo,11.11111111111111
SLC6A19,1,hpo,11.11111111111111
SMAD4,1,hpo,11.11111111111111
SMARCB1,1,hpo,11.11111111111111
ARHGEF15,1,omim,11.11111111111111
ARHGEF9,1,omim,11.11111111111111
ARRESTEN,1,omim,11.11111111111111
ARTERIOPATHY,1,omim,11.11111111111111
ARV1,1,omim,11.11111111111111
ARX,1,omim,11.11111111111111
ASSOCIATED,1,omim,11.11111111111111
ATAXIA,1,omim,11.11111111111111
ANGIOPATHY,1,omim,11.11111111111111
ANGIOTENSIN,1,omim,11.11111111111111
ANHIDROSIS,1,omim,11.11111111111111
ANISOCORIA,1,omim,11.11111111111111
ANO3,1,omim,11.11111111111111
ANOMALIES,1,omim,11.11111111111111
AP3B2,1,omim,11.11111111111111
API,1,omim,11.11111111111111
ALPHA-2,1,omim,11.11111111111111
ALPHA-4,1,omim,11.11111111111111
ALTERNATING,1,omim,11.11111111111111
AMACRD,1,omim,11.11111111111111
AMYLD1,1,omim,11.11111111111111
AMYLOID,1,omim,11.11111111111111
AMYLOIDOSIS,1,omim,11.11111111111111
ANGIOMATOSIS,1,omim,11.11111111111111
AGK,1,omim,11.11111111111111
AHC1,1,omim,11.11111111111111
AHC2,1,omim,11.11111111111111
AKINESIA,1,omim,11.11111111111111
ALG13,1,omim,11.11111111111111
ALPHA,1,omim,11.11111111111111
ALPHA-1,1,omim,11.11111111111111
ALPHA-1A,1,omim,11.11111111111111
BFIS2,1,omim,11.11111111111111
BFIS4,1,omim,11.11111111111111
BIOGENESIS,1,omim,11.11111111111111
BOGAERT,1,omim,11.11111111111111
BRAIN,1,omim,11.11111111111111
BRV,1,omim,11.11111111111111
BRV1,1,omim,11.11111111111111
BRV2,1,omim,11.11111111111111
BAIAP2,1,omim,11.11111111111111
BASAL,1,omim,11.11111111111111
BASILAR,1,omim,11.11111111111111
BEAN1,1,omim,11.11111111111111
BENIGN,1,omim,11.11111111111111
BETA,1,omim,11.11111111111111
BETA-1,1,omim,11.11111111111111
BFIS1,1,omim,11.11111111111111
ATTRV30M,1,omim,11.11111111111111
ATXN1,1,omim,11.11111111111111
ATXN10,1,omim,11.11111111111111
ATXN2,1,omim,11.11111111111111
ATXN8,1,omim,11.11111111111111
AURA,1,omim,11.11111111111111
AUTOSOMAL,1,omim,11.11111111111111
B2M,1,omim,11.11111111111111
ATAXIC,1,omim,11.11111111111111
ATP,1,omim,11.11111111111111
ATP1B1,1,omim,11.11111111111111
ATP5F1B,1,omim,11.11111111111111
ATP6V1A,1,omim,11.11111111111111
ATROPHY,1,omim,11.11111111111111
ATTR,1,omim,11.11111111111111
ATTRV122I,1,omim,11.11111111111111
CINNAMON,1,omim,11.11111111111111
CLCN2,1,omim,11.11111111111111
ADM-DT,1,gwasrapidd,11.11111111111111
AFAP1-AS1,1,gwasrapidd,11.11111111111111
AGBL1,1,gwasrapidd,11.11111111111111
AGPAT1,1,gwasrapidd,11.11111111111111
AICDA,1,gwasrapidd,11.11111111111111
AKAP10,1,gwasrapidd,11.11111111111111
CELF2,1,omim,11.11111111111111
CEREBELLAR,1,omim,11.11111111111111
CEREBRAL,1,omim,11.11111111111111
CHANNEL,1,omim,11.11111111111111
CHD2,1,omim,11.11111111111111
CHIARI,1,omim,11.11111111111111
CHILD,1,omim,11.11111111111111
CHILDHOOD,1,omim,11.11111111111111
CALCITONIN-,1,omim,11.11111111111111
CALCIUM,1,omim,11.11111111111111
CARRIER,1,omim,11.11111111111111
CARS2,1,omim,11.11111111111111
CASEIN,1,omim,11.11111111111111
CCDC88C,1,omim,11.11111111111111
CDK19,1,omim,11.11111111111111
CDKL5,1,omim,11.11111111111111
BSVD1,1,omim,11.11111111111111
BSVD6,1,omim,11.11111111111111
C-TERMINAL,1,omim,11.11111111111111
C1QBP,1,omim,11.11111111111111
CAC1A1A,1,omim,11.11111111111111
CADASIL1,1,omim,11.11111111111111
CALCIFICATION,1,omim,11.11111111111111
CALCITONIN,1,omim,11.11111111111111
COLLAGEN,1,omim,11.11111111111111
COMBINED,1,omim,11.11111111111111
COMPLEX,1,omim,11.11111111111111
CONVERTING,1,omim,11.11111111111111
COXPD16,1,omim,11.11111111111111
CPLX1,1,omim,11.11111111111111
CRLS1,1,omim,11.11111111111111
CUX2,1,omim,11.11111111111111
ARMC2-AS1,1,gwasrapidd,11.11111111111111
ARMH4,1,gwasrapidd,11.11111111111111
CLUSTER,1,omim,11.11111111111111
CMPK2,1,omim,11.11111111111111
CNPY3,1,omim,11.11111111111111
COL4A1-,1,omim,11.11111111111111
COL6A3,1,omim,11.11111111111111
COLGALT1,1,omim,11.11111111111111
ARHGEF39,1,gwasrapidd,11.11111111111111
ARK2N,1,gwasrapidd,11.11111111111111
ARL14EP-DT,1,gwasrapidd,11.11111111111111
ARL15,1,gwasrapidd,11.11111111111111
ARL17A,1,gwasrapidd,11.11111111111111
ARL2,1,gwasrapidd,11.11111111111111
ARL2-SNX15,1,gwasrapidd,11.11111111111111
ARL5AP2,1,gwasrapidd,11.11111111111111
AKAP7,1,gwasrapidd,11.11111111111111
ANAPC16,1,gwasrapidd,11.11111111111111
ANKRD18EP,1,gwasrapidd,11.11111111111111
ANKRD39P1,1,gwasrapidd,11.11111111111111
ANKRD42-DT,1,gwasrapidd,11.11111111111111
API5,1,gwasrapidd,11.11111111111111
ARF2P,1,gwasrapidd,11.11111111111111
ARHGDIG,1,gwasrapidd,11.11111111111111
DOPAMINE,1,omim,11.11111111111111
DRAVET,1,omim,11.11111111111111
DRVT,1,omim,11.11111111111111
DYSARTHRIA,1,omim,11.11111111111111
DYSKINESIA,1,omim,11.11111111111111
DYSMORPHIC,1,omim,11.11111111111111
DYSTONIA,1,omim,11.11111111111111
DYSTROPHY,1,omim,11.11111111111111
DIFFUSE,1,omim,11.11111111111111
DIVRY,1,omim,11.11111111111111
DMXL2,1,omim,11.11111111111111
DNA,1,omim,11.11111111111111
DOCK7,1,omim,11.11111111111111
DOMINANT,1,omim,11.11111111111111
DOPA,1,omim,11.11111111111111
DOPA-,1,omim,11.11111111111111
DEHYDROGENASE,1,omim,11.11111111111111
DEHYDROGENASE-,1,omim,11.11111111111111
DELTA,1,omim,11.11111111111111
DEPENDENT,1,omim,11.11111111111111
DEPLETION,1,omim,11.11111111111111
DEPRESSIVE,1,omim,11.11111111111111
DERIVED,1,omim,11.11111111111111
DIETZ,1,omim,11.11111111111111
CVS,1,omim,11.11111111111111
CYCLE,1,omim,11.11111111111111
CYCLE-DEPENDENT,1,omim,11.11111111111111
CYCLIC,1,omim,11.11111111111111
CYFIP2,1,omim,11.11111111111111
DAB1,1,omim,11.11111111111111
DECIPHER,1,omim,11.11111111111111
DEFICIENCY,1,omim,11.11111111111111
EIG3,1,omim,11.11111111111111
EIG4,1,omim,11.11111111111111
EIG5,1,omim,11.11111111111111
EIG7,1,omim,11.11111111111111
EKD2,1,omim,11.11111111111111
ELAC2,1,omim,11.11111111111111
ELOVL4,1,omim,11.11111111111111
ELOVL5,1,omim,11.11111111111111
EARS2,1,omim,11.11111111111111
EDEMA,1,omim,11.11111111111111
EEF1A2,1,omim,11.11111111111111
EEF2,1,omim,11.11111111111111
EIF2AK2,1,omim,11.11111111111111
